date,tweet_text,author,followers,reply_count,retweet_count,like_count,ticker,main_post_label,main_post_score,positive_replies,negative_replies,neutral_replies,total_replies,avg_positive_score,avg_negative_score,avg_neutral_score,avg_positive_length,avg_negative_length,avg_neutral_length,price,change
2024-01-02,"Jim Cramer says the #Bitcoin ETF will be a sell the news event and “this was a remarkable comeback that was unexpected.” 🤯 

The god candle is coming. 🚀 https://t.co/SgkTjnmW9s",TheBTCTherapist,193791,104,157,1043,btc,positive,0.7632496356964111,10,3,7,20,0.7776034116744995,0.7707058588663737,0.7712342313357762,84.5,54.666666666666664,55.42857142857143,44943.7,1.72
2024-01-02,"Episode 12
Bitcoin 45K. 6 Days before ETF.
What makes Bitcoin unique, and why the opportunity is BTC, not other coins.
Discussion of Solana, Cardano, Kaspa.
Data from dAppRadar https://t.co/z4BGxD6To3",dotkrueger,149040,70,74,566,btc,neutral,0.568973183631897,7,3,9,19,0.6976149252482823,0.6656094193458557,0.7096661726633707,127.57142857142857,74.66666666666667,745.4444444444445,44943.7,1.72
2024-01-02,"Only weak hands panic sold few days ago during the dip, I told you what’s next and it’s very close, 47-48k ⏳

Where are all the big account clowns that called for #BTC 34-37k, better listen to the Sunday report

My idea will fully play out https://t.co/nECdqRveV6",DrProfitCrypto,366546,162,90,1485,btc,neutral,0.5528624653816223,6,2,12,20,0.8653557598590851,0.8694204092025757,0.730941486855348,97.66666666666667,125.0,86.91666666666667,44943.7,1.72
2024-01-02,"These are objectively the first 10k collectibles in Ordinals.

No narrative can twist the truth. The blockchain doesn't lie. Check the numbers, anon. Draw your conclusion. https://t.co/Ut5dqBXGKJ",HoneyBadgersBtc,11903,33,76,180,btc,neutral,0.5276345014572144,1,0,3,4,0.6356606483459473,0.0,0.824516495068868,219.0,0.0,82.66666666666667,44943.7,1.72
2024-01-02,"GM 2024 😶‍🌫️

GM BTC ETF 🟩🕯️ https://t.co/8l5EXxS3Ll",sanjfomojis,18000,37,8,102,btc,neutral,0.9095342755317688,5,1,4,10,0.7895282983779908,0.77250736951828,0.7763366252183914,59.8,39.0,48.5,44943.7,1.72
2024-01-02,"gm Bitcoin Ordinals Enjoyoors! ☕️🌞

Bitcoin just passed $45k

The ETF is coming

Are your bags packed? https://t.co/D0tqp1oWhi",TO,150636,40,13,117,btc,positive,0.7996758818626404,7,0,13,20,0.8831738914762225,0.0,0.7457497440851651,64.42857142857143,0.0,51.15384615384615,44943.7,1.72
2024-01-02,"Keep up the shilling on twitter $BOK'erz! 🗣️

Love seeing replies in our notifications 🔥

Comment $BOK &amp; your $SOL address for some free Bonklana Coins! (Must be holding $BOK) 🪂 

$BONK #Bitcoin https://t.co/ojL7TA6jrv",Bonklana,16805,581,203,391,btc,positive,0.7352400422096252,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44943.7,1.72
2024-01-02,"hear me out... hear me out.

cme gap, 99.5% get filled

(shhhh, is okeee)

$BTC https://t.co/p7kI9mRDPn",Ninjascalp,241475,63,11,258,btc,neutral,0.7902446985244751,3,4,13,20,0.7086840073267618,0.6703622564673424,0.7413898981534518,44.0,118.5,75.61538461538461,44943.7,1.72
2024-01-02,"keep longing with leverage anon

everything is going according to plan

$BTC https://t.co/DqKMpsO4IC",Ninjascalp,241475,60,8,298,btc,positive,0.5882975459098816,4,4,12,20,0.7620561569929123,0.7989296764135361,0.7487783432006836,82.25,70.5,48.416666666666664,44943.7,1.72
2024-01-02,"Somebody just spent 0.02 BTC to inscribe this 3D Cybertruck into Bitcoin!

→ https://t.co/sLsOnEVGTV https://t.co/A2gi7k5Prk",ord_io,85070,42,20,190,btc,neutral,0.8607121109962463,6,2,12,20,0.7335827052593231,0.5252135843038559,0.7740138620138168,69.0,109.5,100.0,44943.7,1.72
2024-01-02,Looks like the ETF is going to be. #bitcoin ETF and not a #BTC fake one https://t.co/clWg3xXDAu,ruidasilva,42227,61,19,83,btc,neutral,0.5893146991729736,0,2,8,10,0.0,0.5892172008752823,0.7469999864697456,0.0,83.5,49.0,44943.7,1.72
2024-01-02,"BREAKING: @jimcramer ACKNOWLEDGES THAT $BTC CANNOT BE KILLED - TECH IS “HERE TO STAY” - BULLS “TURNED OUT TO BE RIGHT”

 https://t.co/ZwjC1fcwAO",DegenerateNews,360102,217,147,918,btc,neutral,0.5760471820831299,10,3,7,20,0.8153441935777664,0.6284141739209493,0.6367555005209786,93.7,93.66666666666667,69.28571428571429,44943.7,1.72
2024-01-02,"$BTC Update

Should I stick with my plan and trade the down move?

Risking only some profit of my longs. Not too big. https://t.co/UJOa3grPkh",MuroCrypto,390067,85,28,437,btc,neutral,0.8273268938064575,4,2,13,19,0.6738109886646271,0.7024643421173096,0.7283994051126333,74.75,67.0,73.23076923076923,44943.7,1.72
2024-01-02,"What a fucking legend 😂😂😂👌🏻

#Bitcoin 
 https://t.co/Q1wvjqgg2m",ronin21btc,43837,104,251,1831,btc,positive,0.6741982698440552,4,5,11,20,0.9033354967832565,0.6526706933975219,0.6845513202927329,75.25,60.8,60.18181818181818,44943.7,1.72
2024-01-03,"You love $SDEX?
You love $BTC?

If you trust BTCB for your wrapped BTC, you can stake both your tokens and get over 41% yearly return!

Do it now on https://t.co/iDbZ3w9XMH -&gt; BNB Smart Chain. https://t.co/6OYqmNampJ",SmarDex,32469,15,35,196,btc,positive,0.8718154430389404,1,1,1,3,0.9429599046707153,0.5549977421760559,0.8780696988105774,21.0,27.0,34.0,42836.1,-4.69
2024-01-03,"They say Rome wasn’t built in 1 day, that’s because they didn’t had NodeMonkes helping them.

600 BTC in trading volume - they’ve been live for 5 days. https://t.co/ApWomuuMF4",TycoonPal,27495,51,17,166,btc,negative,0.47726601362228394,6,3,11,20,0.8149199287096659,0.5590795477231344,0.7389524416490034,59.0,54.333333333333336,48.09090909090909,42836.1,-4.69
2024-01-03,"Sold a few things and was able to buy my first ordinal! Looking forward to connecting with @nodemonkes community!  Feels like early BAYC/ Crypto Punk vibes!

#btc #nodemonkes https://t.co/IadVE1zwPQ",versatile444,1374,47,19,173,btc,positive,0.9740270376205444,16,0,4,20,0.8675277717411518,0.0,0.7185336053371429,72.25,0.0,57.75,42836.1,-4.69
2024-01-03,"A Shadow Miner @OrdinalMaxiBiz just sold for .5 BTC ($21,300)    

OMB CANNOT BE STOPPED      

SHADOWS ARE NOT A FAD

@shadowmaxis https://t.co/FkymzTmM9x",lav_labs,6340,20,3,76,btc,neutral,0.592327892780304,1,2,10,13,0.7670052647590637,0.6684887409210205,0.7197411239147187,56.0,70.0,60.9,42836.1,-4.69
2024-01-03,"The tension between me &amp; getting another iced coffee.

Btc giving me whip lash today🤠 https://t.co/z96alxC8o7",lemonschweppes1,14697,22,4,75,btc,neutral,0.4915531277656555,9,1,6,16,0.7753837770885892,0.9130350351333618,0.7021502057711283,54.55555555555556,70.0,45.666666666666664,42836.1,-4.69
2024-01-03,"Congrats, everybody! 🇺🇲

We hit a new ATH today, after all! https://t.co/fTZlIbltBL",VivalaCoinBTC,13260,17,4,79,btc,positive,0.976405918598175,0,0,1,1,0.0,0.0,0.721534252166748,0.0,0.0,105.0,42836.1,-4.69
2024-01-03,"🚨500$ #GiveawayAlert paid in #BTC 🚨
We will select 5 Winners on January 17th. 
Rules:   
1️⃣ Follow @Runestakecom
2️⃣Tag 2 friends, like, and retweet. 
3️⃣Create an account on https://t.co/pasJA3I1Lz  
(https://t.co/ij3z8Cv1Nf)  

Winners will be awarded with 100$ site balance. #crypto #competition #eth #erc20 #CryptoGaming #Cryptocurency #Giveaway",Runestakecom,10640,5695,996,958,btc,neutral,0.6869673132896423,11,0,3,14,0.8829776644706726,0.0,0.8121874332427979,102.54545454545455,0.0,53.666666666666664,42836.1,-4.69
2024-01-03,"🎁GIVEAWAY TIME🎁

$100 USDT to recover from the crash 

1. Follow @lupobianco38 @i_bot404 @blockchainedbb 
2. Like &amp; Retweet.
3. Tag 3 traders

⏳72 Hours

#Giveaway #btc #money #free https://t.co/pO40NeZPp5",lupobianco38,10730,470,249,256,btc,neutral,0.6976929306983948,8,3,6,17,0.7582705691456795,0.6619048317273458,0.7359829246997833,148.125,129.66666666666666,88.0,42836.1,-4.69
2024-01-03,"BREAKING: BlackRock will buy $10,000,000 worth of #Bitcoin today! https://t.co/Jata9uTJRz",misterrcrypto,133842,86,139,951,btc,neutral,0.706667959690094,3,3,14,20,0.8784816662470499,0.7929725845654806,0.6599872218711036,139.66666666666666,65.0,64.28571428571429,42836.1,-4.69
2024-01-03,"Essen🇩🇪

#GesundesGeld , bessere Welt

Fixthemoney fix the world

#Bitcoin https://t.co/e3kkumia3w",elbitcoinamb,11055,23,46,320,btc,neutral,0.6846203804016113,0,0,3,3,0.0,0.0,0.6557521820068359,0.0,0.0,41.666666666666664,42836.1,-4.69
2024-01-03,"🎉Whitelist Giveaway🎉

Tropa da Drih 🤝 Chum Punks

1 WL 

1️⃣ Follow: @TropadaDrih + @PixelChums + @Adrianamessina9

2️⃣ Like + RT

3️⃣ Tag 3 Friends

24 Hours

#NFT #NFTs #NFTCommunity #Giveaway #BTC #OrdinalsNFT https://t.co/MyzDtXhGkr",TropadaDrih,40579,165,202,219,btc,neutral,0.781432569026947,2,0,3,5,0.931000828742981,0.0,0.7753875851631165,80.0,0.0,77.0,42836.1,-4.69
2024-01-03,"Got a text to my phone today extorting me to pay $10,000 BTC or the cartel will come into my house to behead me and rape my family. https://t.co/3CEMdjcVX2",CoconutBGaming,40966,58,1,335,btc,negative,0.8895401358604431,2,12,6,20,0.524305909872055,0.7571079482634863,0.6845722794532776,78.0,122.0,44.5,42836.1,-4.69
2024-01-03,"I'll never understand the mechanics of crypto price

If few traders sold #AVAX for $USD, price almost wouldn't move

But it still moves instantly with #BTC x USD price

There's gotta be something else at play here? Are CEX altcoin prices pegged to #Bitcoin somehow automatically?

These aren't organic price movements, that's for sure. You can't move all coin prices like that identically.",rektbuildr,7758,103,24,199,btc,negative,0.6381759643554688,2,6,12,20,0.8174808323383331,0.6332331001758575,0.7372745176156362,78.5,197.33333333333334,142.83333333333334,42836.1,-4.69
2024-01-03,"Going to sleep now PLEASE wake me up to ATH on every single coin in existance

Plan still the same - long untill BTC hits 50k$ (or I get liquidated if we dump to todays lows) 

4x leverage https://t.co/eUQ43BxTId",0xTDG,13575,122,10,425,btc,neutral,0.706893265247345,1,8,9,18,0.5577988028526306,0.6676154546439648,0.7105114592446221,61.0,83.875,51.888888888888886,42836.1,-4.69
2024-01-03,"🚨 Breaking:

BLOOMBERG predicts #Bitcoin ETF approval. 

Bloomberg Senior ETF Analyst Eric Balchunas says:
""We have heard nothing to indicate anything but approval"". https://t.co/QxhusVYVg5",tokenmetricsinc,140661,21,33,193,btc,neutral,0.7125149369239807,2,3,7,12,0.7881462574005127,0.6562771995862325,0.7477974891662598,57.5,65.0,63.857142857142854,42836.1,-4.69
2024-01-03,"BIG BREAKING NEWS🚨

BLOOMBERG PREDICTS #BITCOIN  ETF APPROVAL 

Bloomberg Senior ETF Analyst Eric Balchunas says ""we have heard nothing to indicate anything but approval"" . https://t.co/j8D5qaHvWt",Whale_Guru,337313,25,86,392,btc,neutral,0.7083767652511597,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42836.1,-4.69
2024-01-03,"🚨 Breaking News!

SEC Chair releases timeline about the ETF!  

Make sure you watch till the end     $BTC https://t.co/Os9XKS7uVA",dogwifcrocs,3906,219,210,350,btc,neutral,0.737253725528717,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42836.1,-4.69
2024-01-03,"502 Checks inscribed on Ordinals by @jackbutcher all the way back on February 9th. Waiting patiently to be let out into the wild. This is the first, Inscription 19423.

Incredible OG art on Bitcoin.

Wen Jack Wen? https://t.co/zrFSoFNSuQ",dazza9x,10666,54,22,211,btc,positive,0.5345161557197571,4,2,14,20,0.7684280574321747,0.4979396313428879,0.8441855396543231,90.5,93.5,54.214285714285715,42836.1,-4.69
2024-01-04,"It's giveaway time!

We're giving ⚡ 2,100 Sats ⚡ to 5 random followers! 🎲

To enter: follow us, and like &amp; repost this.

We'll contact winners for a LN invoice soon!

Start earning, spending, and saving BTC with the TBC app: https://t.co/7Dkbl0M8oI https://t.co/nOk6pKyhFz",theBTCco,16405,58,157,184,btc,positive,0.562660276889801,11,0,9,20,0.8010825298049233,0.0,0.7706936266687181,27.09090909090909,0.0,29.666666666666668,44157.0,3.08
2024-01-04,"*SEC APPROVES BTC ETF 
6 DAYS BEFORE DEADLINE: ARK 21Shares Bitcoin ETF Refiling (ARKB)

Source: Bloomberg https://t.co/Jl9dl99tE5",zeruohedge,633,100,73,617,btc,neutral,0.7370834350585938,0,14,6,20,0.0,0.6430295152323586,0.6699945131937662,0.0,77.57142857142857,54.166666666666664,44157.0,3.08
2024-01-04,"Dear Frogs
I really appreciate everyone who supported us 🫡

We want to build a strong community here and I know we will make it.
so far some of our achievements: 
✅$RUG Airdrop
✅+2k holders
✅+7.5 btc of volume ($330.000)
✅ Rewards for Loyal Frogs
✅List on Okx, ME and working for add us in more markets
✅ Website + Rarity
✅our founder @0xAshs  always on discord and twitter answering dms, making art, answering questions everything :)

SEND FROGS!",NodeFrogs,9869,38,47,125,btc,positive,0.9554703235626221,3,1,6,10,0.8637069265047709,0.8231221437454224,0.7594916125138601,119.66666666666667,31.0,38.666666666666664,44157.0,3.08
2024-01-04,"GN to the legends saying it again😴 🍕

“50k BTC 🚀”

See you tomorrow🫡 https://t.co/oOu4eUOeAT",thegaboeth,101297,192,8,164,btc,neutral,0.5624362826347351,9,0,11,20,0.7458648052480485,0.0,0.7230201742865823,34.77777777777778,0.0,27.181818181818183,44157.0,3.08
2024-01-04,🚨BREAKING: MULTIPLE BITCOIN SPOT ETF’S TO BE APPROVED AS EARLY AS TOMORROW!!!!! https://t.co/s8dd83xb5M,TylerSCrypto,98938,65,54,500,btc,neutral,0.5338134765625,6,4,10,20,0.8135255376497904,0.6998614966869354,0.6811616361141205,122.16666666666667,132.5,74.1,44157.0,3.08
2024-01-04,Wow! Talk about first class service! Founder of @HashlingsBTC personally inscribing my $BTC mining rig! Love this community 🙏 for making it great! @asicsandapes @bongobongonft @girlofsolana and for the dopest art on $BTC @DemonZodd https://t.co/HaBrNHMREw,CajunCanadian_,2805,26,26,203,btc,positive,0.9892318844795227,10,1,7,18,0.9272008121013642,0.7585757374763489,0.7269564100674221,124.6,95.0,109.85714285714286,44157.0,3.08
2024-01-04,"I’m giving out a spot to get your Sproto Gremlin NFT painted on our current well project.

All you’ve to do is follow the instructions below:

1. RT Like & Tag 3 friends 
2. Comments with your sproto pfp 
3. Follow @MandelaBTC 
4. Follow  @maybe_cmeister & @sprotogremlins 

⭐️ Ends 15h

#HarryPotterObamaSonic10Inu",MandelaBTC,4515,21,35,79,btc,neutral,0.832796037197113,1,0,0,1,0.8518218398094177,0.0,0.0,167.0,0.0,0.0,44157.0,3.08
2024-01-04,"✨💸💰$25 #BTC💰💸✨ 

           ➡️ GIVEAWAY⬅️

 ✅Follow me
 ✅Like &amp; RT
 ✅Show love on my new video.

     ➡️(must leave proof)⬅️

BUYING RANDOM SLOT BONUSES UNTIL ONE MAKES ME RICH!

https://t.co/rxcBBAoRw6

ROLLING IN 24 HOURS https://t.co/jJHlPdEX2F",fencer_gg,17760,1034,455,424,btc,positive,0.6742907166481018,0,0,1,1,0.0,0.0,0.8703056573867798,0.0,0.0,39.0,44157.0,3.08
2024-01-04,Here we go again #btc 📈,merts_eth,17353,81,35,55,btc,neutral,0.6927119493484497,6,0,7,13,0.8019500374794006,0.0,0.7529755575316293,75.0,0.0,59.57142857142857,44157.0,3.08
2024-01-04,"Does $BTC follow 4 year cycles, or lengthening cycles?

In 2011, 2013 & 2017 we saw a traditional 'blow-off top', but in 2021 we did not. 

If we were to assume that the 'blow-off tops' were in fact the cycle ""highs"" then naturally, we have to assume that #BTC doesn't follow 4 year cycles, but rather lengthening cycles. 

Between 2011 & 2013 there were ~905 days. 

Between 2013 & 2017 there were ~1479 days.

If we assume that the cycles lengthen by the same relative degree each time, that would give us a multiplier of 1.63 (1479 / 905 = 1.63)

1479 (Previous cycle length) * 1.63 = ~2418d

That would make for an estimated blow-off top around the end of July 2024. 

It's an idea that makes a lot of sense to me, especially given 2021's irregular ""topping"" pattern. 

If the halving theorists are to be disillusioned, it seems we will find out in the coming months. 

🥸",CryptoElPres,19396,128,142,757,btc,neutral,0.6875813007354736,4,2,14,20,0.7753894776105881,0.5644748508930206,0.6718816544328418,104.75,264.0,179.07142857142858,44157.0,3.08
2024-01-04,"GM 

...10 sales pending, all above the Floor 👀

You better get yourself some 
@BTCbabbies before its too late, anon 🧡🫵🏼

#btcbabbies https://t.co/r45xdAC1YY",BTCbabbies,5928,24,37,99,btc,neutral,0.634559154510498,0,0,1,1,0.0,0.0,0.7473587989807129,0.0,0.0,29.0,44157.0,3.08
2024-01-04,The stock market is 121x bigger than #bitcoin. Now they’re coming for your coins. https://t.co/iD3xqPBnNE,BTC_for_Freedom,99727,50,107,809,btc,positive,0.4524376392364502,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44157.0,3.08
2024-01-04,"Absolute scarcity is not yet understood‼️

..so I made a smash buy thinking it might help my comprehension  🍊💊 #BTC https://t.co/DBMfW8Vmkm",TimboNotes,9271,95,26,714,btc,neutral,0.5916827321052551,5,9,6,20,0.745381498336792,0.6451301574707031,0.7014015366633733,64.2,72.66666666666667,176.0,44157.0,3.08
2024-01-04,"I see you @crypto888crypto , Amazing scope It will be tough to beat that, what a sexy PFP. You giving me Fomo, I need to scope before all the grails are gone. @nodemonkes has crossed almost 752 BTC Volume  and sitting at .22 BTC floor in only 3 days and seems on its way to cross the highest volume Ordinal collection in just under a week. It is still Early.  Ordinals Can not be Stopped! LFG @MagicEden",TheOG_General,51575,20,17,125,btc,positive,0.9245294332504272,5,0,6,11,0.6634269475936889,0.0,0.7419023414452871,164.8,0.0,88.83333333333333,44157.0,3.08
2024-01-04,"Culture collection getting hard swept…

Up to 26 BTC volume ($1.14 million)🔥

5x mint price 🎯🎯🎯

It’s almost like people support collections that launch in good faith and deliver quality memeable PFP art. 

#Bitcoin #Ordinals https://t.co/xwxfNs3ogq",businessmaneth,27336,24,22,130,btc,positive,0.6986801028251648,3,5,5,13,0.804564356803894,0.6054193675518036,0.55600226521492,97.0,101.4,55.2,44157.0,3.08
2024-01-04,#BTC Weekly: You are here 🔥 https://t.co/u6gXPP0MIl,AlemzadehC,55098,51,148,814,btc,positive,0.6283007264137268,5,1,14,20,0.7533365964889527,0.6711186766624451,0.6987187649522509,70.0,72.0,79.28571428571429,44157.0,3.08
2024-01-05,"#Bitcoin 
Stranded Sats And UTXO Management https://t.co/mIS8mjoZGu",mattkratter,41978,20,57,310,btc,neutral,0.8965739607810974,3,4,13,20,0.9549296895662943,0.6203856319189072,0.7830504362399762,31.666666666666668,205.25,155.07692307692307,44156.9,0.0
2024-01-05,"✨💸💰$25 #BTC 💰💸✨ 

           ➡️ GIVEAWAY⬅️

 ✅Follow me
 ✅Like &amp; RT
 ✅Show love on my new video.

     ➡️(must leave proof)⬅️

I HIT MAX REDS ON THE MOST INSANE GATES OF OLYMPUS TUMBLE!

https://t.co/2KsHkrixah

ROLLING IN 24 HOURS https://t.co/aK1u37bx8X",fencer_gg,17760,1199,447,423,btc,positive,0.6602798104286194,0,0,2,2,0.0,0.0,0.8688418865203857,0.0,0.0,41.0,44156.9,0.0
2024-01-05,"🕶️Loving these! You bozos are in trouble now. More #Bitcoin content to come. Prepare yourselves. You're going to get sick of me. I'll stop at #BTC $100k, then you're on your own. So we only have a few weeks. #lfg #stackharder https://t.co/X5QizrDQgz",olvelez007,56956,39,16,314,btc,positive,0.39027926325798035,5,1,12,18,0.7886278867721558,0.5022932887077332,0.6779537051916122,171.0,145.0,179.83333333333334,44156.9,0.0
2024-01-05,"This is hilarious lol 

Prediction markets putting BTC ETF approval at 80% https://t.co/kFM4FXz6U2",merts_eth,17353,83,29,50,btc,neutral,0.4860624670982361,8,0,6,14,0.7730399444699287,0.0,0.5766513248284658,60.125,0.0,42.0,44156.9,0.0
2024-01-05,"🚨JUST IN: Nasdaq filed an Amendment for the Valkyrie #bitcoin #ETF 19b-4 filing.

Getting REALLY CLOSE for ETF APPROVAL! https://t.co/Ghx4EiUCR8",btcNLNico,1916,48,148,865,btc,neutral,0.530485212802887,2,4,5,11,0.640280231833458,0.7484975755214691,0.710153317451477,39.5,144.25,105.2,44156.9,0.0
2024-01-05,"1/With over $30M in volume and sitting at a 0.27 BTC floor

Is this the new leader in BTC NFTs?

The @Nodemonkes Notation - A 5min 🧵 https://t.co/NBiwplJGWO",davincithreads,16922,27,28,128,btc,neutral,0.8864102363586426,7,0,13,20,0.8233745183263507,0.0,0.7290670504936805,102.28571428571429,0.0,194.30769230769232,44156.9,0.0
2024-01-05,"New Berlin #Bitcoin Center in motion 🔥 

We are remodelling this building with multiple rooms. 

Welcome area. 
Class room for English and more. 
Podcast studio. 
Communal areas. 
Training room.
Hot desks. 

@BitcoinBerlinSV https://t.co/ntlWOFwbJa",njelsalvador,9295,24,36,222,btc,positive,0.600468099117279,2,0,0,2,0.9585887491703033,0.0,0.0,46.0,0.0,0.0,44156.9,0.0
