author,reputation,engagement,accuracy,debate_quality
StevenNerayoff,8.357823741787259,136.85714285714286,0,6.834481169400124
scottmelker,7.8003172638825875,190.71428571428572,0,5.71778699572637
RichQuack,5.6709691124775485,134.94285714285712,0.0,2.4821532663371055
BTC_DeGods,3.1938947660958377,39.285714285714285,0,0.8087822660630446
gianfrnft,7.056201597874925,25.428571428571427,0,4.503109078274729
AryehRE,2.1592181842978326,34.285714285714285,0,0.0
html_eth,2.806675689218502,186.42857142857142,0,0.5036285950138053
MicahPW20,8.515772382300815,61.57142857142857,0,7.0080706908520725
GoldApe99,7.028239500820687,243.15953999255726,0.19999999999999996,1.010186509434421
AtiqurLondon,2.160515493298008,234.71428571428572,0,0.0
karamendos,5.449419262679517,70.57142857142857,0,2.73174076753276
TheEliteCrypto,3.6861470973281962,27.428571428571427,0,1.2062763938099184
DoxxedBTC,2.160515493298008,282.14285714285717,0,0.0
ValarianBTC,6.29258659165337,42.142857142857146,0,3.587336339885645
forsure_madix,3.194370970533615,68.57142857142857,0,0.8087822660630446
RobinSeyr,11.760469377699566,9.921718404887075,0.51824238592,1.1793282765039126
DropoutsBTC,11.553976651980648,420.771428571425,1.0,1.43821360157164
AltcoinGordon,9.323343824190838,960.0,0,9.389384247423948
Stacks,11.903435085095627,41.319999899741994,1.0,0.2315188050911464
Jiurn,13.846872850113881,25.571416398805813,1.0,4.618909544133592
Blockwizard_btc,9.06981108569946,39.42857142857143,1,0.5036285950138053
3DdGmr,14.922736439267842,125.42857142857143,1,7.219190207311936
pepecoins,14.193946587087423,65.28571428571429,1,5.71778699572637
ZenGo,14.295992634647249,128.0,1,5.895953775381932
thomas_fahrer,17.87295166629218,11.338599845722396,0.8052532224,0.8520730254576953
BTCLiotta04,3.144242458790759,55.28571428570646,0.0,0.5939875766298047
Defi_Princess1,6.2000301420144455,42.0,0,3.3566402915317224
LeonidasNFT,8.959588851220548,167.85714285714286,0,7.715291090083685
cryptograffiti,6.965896416088399,487.85714285714283,0,4.2041438987805915
AnonBitcoin,3.1466129537781247,167.42857142857142,0,0.7215490903862619
LayahHeilpern,12.598936906671574,112.99999969471065,0.35999999999999993,4.528144812629298
River,8.797066737147683,177.0,0,7.274454016193485
ASAPether,8.415287487092417,204.85714285714286,0,6.411186704840998
phantom,8.497441506348174,391.85714285714283,0,6.580728943007278
CryptoNewton,8.574037792987559,140.71428571428572,0,6.746011553380072
WalkerAmerica,4.389097888067068,96.85714285714286,0,1.7098406484032966
BitcoinNewsCom,6.582992203792417,245.48000000000002,0.0,2.2163719384825953
0xMojojo,11.4403961252658,94.71428571428565,0.19999999999999996,6.246370860404729
GoingParabolic,9.126391235445961,169.42857142857142,0,8.234224175749421
satosrc20,4.24123266443795,135.28571428571428,0,1.5884168378450638
btc_ted,8.55626086382048,64.85714285714286,0,6.5247043817324855
rollbit,15.571847289958347,977.2857142857143,1,8.205803614045568
hotlneblng_,16.095156598133922,177.0,1,10.639124661229365
kmoney_69,15.727056554485682,666.4285714285714,1,8.760516952130844
WhaleFUD,14.775766244072532,116.28571428571429,1,6.2423861094421795
murtaza,9.675013358798594,182.14285714285714,0,10.259043890419779
theKoolCaleb,15.290400675136542,427.14285714285717,1,7.383740867774512
MinisterOfNFTs,15.398432603933891,92.15428234905298,0.8400000000000001,11.859436865834775
BTCsessions,13.87580533081036,52.65714264542395,0.8400000000000001,3.503863041489284
dot_swap,14.649445712191408,195.85714285714286,1,6.008096833611189
0xChar,8.202312037647285,80.28571428571429,0,5.71778699572637
HeyItsMeTheDev,8.928752353211669,133.79999971978816,0.0,5.105489454081567
Hex_Turbo,8.90135841057827,245.57142857142858,0,7.093272572270667
LucaNetz,8.195250440043402,127.28571428571429,0,5.706101336677852
mannythehitman,6.663375711491928,148.85714285714286,0,3.7063059549718154
_RichardTeng,10.075929749405482,1148.5714285714287,0,13.033030459221745
CalebFranzen,9.141504796674372,198.85714285714286,0,7.715291090083685
crypto_banter,10.861667840014439,186.0514235339843,0.19999999999999996,6.224879377757982
attorneyjeremy1,9.498200938982686,499.85714285714283,0,8.911597530734237
DeFi,8.617324099580506,741.1428571428571,0,6.473352218804022
EasyEatsBodega,9.26655012026713,80.9999990958703,0.0,5.946884798862981
DataAndBTC,9.243050902646704,658.5714285714286,0,7.74120168946057
FTI_US,7.015959182444272,127.71428571428571,0,4.017415311485048
bullish_btc,9.068198056687164,840.4285714285714,0,7.279040394567401
follis_,9.230751290598501,73.0,0,7.706634864885183
tradinglord,2.2718591992894077,185.57142857142858,0,0.0
honey_xbt,9.555353216308259,95.42857142857143,0,8.760516952130844
MMCrypto,8.306353710643467,643.1428571428571,0,5.7527015497659955
MoheganBTC,7.471896451870459,87.01596767065388,0.0,1.8911150386536817
btcKaz,9.772944793219068,101.42857142857143,0,9.714323698776031
CryptosR_Us,10.47691359996701,372.2,0.0,7.251264684170474
Ahmedxmtj,5.730259931052754,107.0,0,2.73174076753276
zksync,16.05735125578784,351.85714285714283,1,8.234224175749421
BSCPad,14.296962564631656,119.14285714285714,1,4.804310597382077
smashplay2win,16.52611984804456,534.2857142857143,1,10.249279879555838
teddyfuse,12.754762788931476,129.14285714285714,1,3.1088721553007272
akibablade,16.42207661048846,102.28571428571429,1,9.683354503286964
dawickguyy_,16.496630572396835,350.7142857142857,1,10.078534158491825
Vivek4real_,11.787605997736875,121.71428571428571,1,2.2493300486823866
crypto_bitlord7,15.893004900550626,66.14285714285714,1,7.74120168946057
TheMisfits___,10.7058394808989,211.74211343778555,1.0,1.201619366722238
Saturn_btc,15.262146513004346,3.28679763798403,0.634346164846592,0.7733239589328563
DocumentingBTC,17.480592397894277,10.961962375743543,0.606225558700032,0.9386188731755963
btcordinal,15.778554634224164,55.0571355787075,1.0,3.890939153010434
Bitzy_App,9.057569002843739,513.1428571428571,0,6.834481169400123
EmanAbio,6.9853984032348135,97.42857142857143,0,3.830296787493805
BTC_Archive,13.083191267262988,549.3373714285717,0.39039999999999997,3.9182438906919987
zsngmi,8.14463441300855,50.285714285714285,0,5.24914326934935
MatthewHyland_,10.200026783932541,166.6,0.0,8.042619045853929
JustinBennettFX,10.003349720769227,69.0,0,9.877853049223885
LorettaKrypto,8.799178579553992,725.8571428571429,0,6.316791431397944
NakamotoGames,11.196821336726213,82.82857142817919,0.19999999999999996,4.60820217429214
Zbitters_BTC,4.7801345332245,416.65714285714284,0.0,1.1692577127979116
CZR744,15.927765786605155,6.3655394004305235,0.4532486144000001,1.604977712821295
AlexOttaBTC,11.910010119382632,54.599999999462916,1.0,1.1269694234822707
msjennshaw,16.393425875868694,34.285714285714285,1,8.270621395322722
SkartusNFT,10.797257908582242,94.0,1,1.2866025937927796
UnityAcademyInc,10.136887680259818,95.99428571398242,0.8,0.5518751902652622
bitcoinbote,13.745670796513588,62.714285714285715,1,3.830296787493805
MikeStillBTC,14.091139205431215,12.263981716352696,0.6720000000000002,4.817001554049598
BSquaredNetwork,15.648157725433961,1013.3885714224797,0.8,6.442107605240566
RuneX_Tech,16.299908600329157,13.1709701769234,0.91808,1.3947660587726873
OrangeCryptoHQ,15.492901472080472,1557.7142857142858,1,5.895953775381932
ALEXLabBTC,15.785935859649307,118.57142857142857,1,6.411186704840998
FilthyRewards,11.597243547027215,128.0857142857143,0.19999999999999996,5.948590562110856
ZGodegen,6.72989626050081,151.28571428571428,0,3.3665682643850516
BTCMasterworks,8.258450953944983,25.857142857142858,0,5.074575213486777
TopCryptoKungfu,9.989346402552371,42.42857142857143,0,8.556227099075846
CryptoProject6,7.05953424298589,21.571428571428573,0,3.7063059549718154
kevwuzy,9.398559950319843,62.42857142857143,0,6.969868876222603
tectumsocial,9.510027313422112,77.45714285714287,0.19999999999999996,3.2830961615983387
BitcoinCats1Cat,13.43117528077223,65.91428571428573,0.35999999999999993,7.6079869039131545
CryptoBusy,9.291884602447842,73.0,0,6.746011553380072
UsgBtc21,7.99046782253079,67.42857142857143,0,4.720214648906631
gucciprayers,8.361760713984221,83.71428571428571,0,5.204447159683983
QuantumCatsXYZ,11.140637235850425,81.16457142856498,0.43039999999999995,0.5122007545586724
AkgOmer,2.412154125023242,36.57142857142857,0,0.0
seekermint_app,10.401466631979412,39.17142857142857,0.19999999999999996,3.7762092607988396
faxx_eth,8.450258399058388,19.285714285714285,0,5.24914326934935
Sheet_Heads,7.5139637723838035,73.0,0,4.083333006405164
BTCPrague,8.059578691880464,58.57142857142857,0,4.70605255683486
exitpumpBTC,3.4445030461113753,92.28571428571429,0,0.7215490903862621
Sorenthek,9.450707588507816,33.142857142857146,0,6.883139630661944
21milinfinity,16.953208707354282,81.85714285714286,1,7.937039994248883
DylanLeClair_,16.225654618365553,174.57142857142858,1,6.332621691201341
BobLoukas,17.2094678112332,314.14285714285717,1,8.737629557058908
TheCryptoLark,12.5198988999019,36.54285698461641,1.0,1.0502686695954502
blknoiz06,17.40716539284771,172.0,1,9.519989828298053
Route2FI,16.890646252017465,75.85714285714286,1,7.767025852222309
BitcoinBunnys,13.082857056356449,256.85714285714283,1,2.707196327741976
satoshixclub,14.865686451140347,130.42857142857142,1,4.259349803182051
DesLucrece,17.489279698631908,51.285714285714285,1,9.12987911418235
InscribedSpace,16.12841872377202,61.0,1,5.895953775381932
pioneerlegendio,16.9968973903992,87.57142857142857,1,7.601991381995502
BVMnetwork,15.59608037272783,5814.142857084645,0.8,7.516124769054713
Sea3P0,13.965479903951252,28.285714285714285,1,3.3665682643850516
shakepay,17.250303504905535,504.0,1,8.302840533276143
almightyrainz,13.608850774682885,15.337022167966666,0.35999999999999993,6.539372835170295
Stelow_1,11.435193105082089,26.142828460248342,0.0,8.008714218343114
svrnenergy,9.217977195074011,275.14285714285717,0,5.9466798644045245
Hexologist31,7.243608391254668,67.0,0,3.587336339885645
AhmetCrypto42,9.42529564493066,142.57142857142858,0,6.290319135594823
BitBaseCapital,9.429862633692467,24.428571428571427,0,6.316791431397944
CooliganFields,10.991239517770808,891.9714285714288,0.19999999999999996,7.365059005318421
bitman_crew,4.406921066942087,67.28571428571429,0,1.2866025937927796
pouyanroohii,10.164639835392444,50.57142857142857,0,7.601991381995502
BkingDan,12.227737094664588,90.25714285170879,0.19999999999999996,7.222247682700046
BoldBitcoin,9.247639104297356,255.53714285494888,0.15999999999999998,4.387180410339736
KriptoEvin,9.088718243657258,320.42857142857144,0,5.61174011799817
Terrence_STR,10.843649804906526,1018.7142857142857,0,9.891358460301765
RAF_BTC,3.7141269879164476,60.857142857142854,0,0.8087822660630446
unityofmulti,9.65261719812897,41.285714285714285,0,6.5247043817324855
trillxyz,9.769708400719185,36.142857142857146,0,6.746011553380072
bruiserscalls,16.208641359034292,252.57142857142858,1,5.3060564971011495
StockmoneyL,15.66266991212451,404.0,1,4.634593007739489
HoudiniSwap,12.949643386343212,34.14234387749755,0.8,2.8809704322632026
BobEthToken,14.640457221858663,53.714285714285715,1,3.587336339885645
KrownCryptoCave,17.563048011957644,71.71428571428571,1,7.715291090083685
michaelbouhanna,18.722574447456754,233.71428571428572,1,14.863444232554908
EmpressTrash,17.514903222167103,32.285714285714285,1,7.601991381995502
TPmarketwatch,18.12121350873372,332.57142857142856,1,9.519989828298053
JasonSoraVC,11.001454221645304,84.57142857142857,1,0.8087822660630446
AndrewCryptoHQ,11.683151763815045,21.857142857142858,1,1.2866025937927796
TimelessBitcoin,10.038916980193894,141.1142857142857,0.8,0.16752577630397023
konger_eth,18.315637143232916,51.0,1,9.568943305262302
0xDeejay,18.12320490649986,585.7142857142857,1,8.828823151763741
LLuciano_BTC,18.477121584399548,221.28571428571428,1,10.352954586708156
Jeremyybtc,13.409117229688473,72.57142857142857,1,2.434585690482245
alancarroII,17.664490383844296,453.57142857142856,1,7.531421357183996
inmortalcrypto,17.848860629744216,125.14285714285714,1,7.99569093441787
cryptocom_rni,14.245747600959705,103.71428571428571,1,3.108872155300727
ParticleNtwrk,9.540666138409815,367.62857142857143,0.19999999999999996,2.6570258382415237
The_Sol_Army,7.0305960498819156,47.0,0,3.1409122200557333
pizzalabs_btc,4.688345925496968,78.28571428571429,0,1.3864838846795051
astro_greek,5.979934128736436,110.14285714285714,0,2.3079161587950225
wildalps,11.309555786868625,54.142857142857146,0,10.595116984193853
CryptPolitician,9.988312635779195,196.85714285714286,0,6.595925781679545
HTX_Global,7.105024628096892,46.42857142857143,0,3.204031299203853
VandelayBTC,5.420294816797645,163.57142857142858,0,1.8594455354152029
eigenlayer,10.086823273476549,224.28571428571428,1,0.0
way2collector,15.04171586045409,22.714285714285715,1,3.5593171422862686
hlopez_,10.086584818319617,43.714285714285715,1,0.0
JeffRolandMagic,17.12509694761956,27.714285714285715,1,5.895953775381932
JNGross,11.249459887262942,54.57142857142857,0,9.714323698776031
NWOCOINX,19.21522837060179,815.1428571428571,1,11.440242525630259
PlebSignalBTC,6.1013509938164985,90.57142857142857,0,2.307916158795022
MatricaLabs,17.697656018636792,97.85714285714286,1,6.5247043817324855
fvckrender,17.980346072769052,206.85714285714286,1,7.050800330193274
amandaterry,16.687304768379988,65.42857142857143,1,5.074575213486777
BrightpoolX,18.59173117005744,770.1428571428571,1,8.552325668432506
crypto_birb,14.43223534957847,25.795416315046328,0.6400000000000001,2.0066491385223513
CJ_Johnson17th,12.86258040364084,195.28571428571428,1,1.748442365934044
Chilearmy123,7.0809822514817675,29.428571428571427,0,3.0107068256026603
moontoddler,10.18591996917687,98.28571428571429,0,6.411186704840998
PARIS_sats,9.889032562509884,37.714285714285715,0,5.9466798644045245
avni87744,10.519269554120665,115.85714285714286,0,7.012831285580044
The_BTC_Patriot,13.082184796499169,104.0857142857143,0.19999999999999996,5.994879145824688
Teamkellerath,9.072460845436938,64.71428571428571,0,4.8869596172347
Scavacini777,8.231237923534136,72.71428571428571,0,4.009099394243561
SimplyBitcoinTV,10.953284442964813,255.7428570367852,0.19999999999999996,5.2995193153771565
OtherBarryBTC,11.547584089592252,80.57142857142857,1,0.7215490903862619
CpLDoudou,18.435911073037268,46.42857142857143,1,7.2330457447357395
investingtutor,18.161219534926943,338.57142857142856,1,6.70631711314743
0xOliverWong31,19.512886144919047,69.68571428560271,1.0,6.775686277547231
Daniel__Street,19.397573972692157,26.428571428571427,1,10.22972389936726
BTCMusicPunks,11.223177242691,95.5371428562429,0.8,0.4955894150020026
MarshmallowMRSH,14.252552604975726,17.428571428571427,1,2.580975326622764
giantsprotocol,13.066687313090354,113.42857142857143,1,1.7098406484032966
MaxBrsNFT,18.883369478735684,55.857142857142854,1,8.302840533276143
mir_btc,11.201639777486497,127.28571428571429,1,0.5036285950138053
cryptogems555,17.149655321870558,63.42857142857143,1,5.22364946508032
bitcoinlfgo,12.399168806872776,420.4742857142858,0.35999999999999993,2.5496653114290133
ATXCrypto_,10.31758770415587,69.42857142857143,0,6.290319135594823
iBlasto_1,10.710322307109637,53.285714285714285,0,6.969868876222603
YARGI412,4.929963421343201,263.57142857142856,0,1.3864838846795051
DGMD22,9.495988070952675,37.857142857142854,0,5.165828418149425
BTCOrdinals_io,7.090429006204284,17.274267307826957,0.19999999999999996,1.3579921797886085
EdgehogsNFT,11.406817582888314,148.0902857142857,0.15999999999999998,5.258403512406926
ratsonchain,4.698163049908203,170.85714285714286,0,1.2062763938099184
readyplayerh,10.238838500750516,131.57142857142858,0,6.013649091365343
DomainNameGear,11.844558313118586,80.57142857142857,0,9.779381050617648
QuestioningBTC,10.665907864932928,126.89713574525071,0.35999999999999993,1.0962682921201345
MrRobbieD,10.535824680604625,130.57142857142858,0,6.473352218804022
smeet_bhatt,9.898092154942816,59.17142778765826,0.19999999999999996,3.8673848359052316
_helloz,11.844557516610749,71.57142857142857,0,9.779381050617648
CryptoMalfoy_,4.2838889919496985,12.0,0,1.0269448602922007
Vikingobitcoin9,12.010274136644222,83.85714285714286,0,10.582509748666967
otherworldxyz,6.678255315798476,367.42857142857144,0,2.541887121912426
1BTCequals1BTC,11.901053532602775,64.42857142857143,1,0.7215490903862621
Dongstevenseo,16.026497026666327,61.142857142857146,1,3.587336339885645
echodatruth,16.903957068622372,92.77142857142857,0.8,4.783894416250955
4btc_,4.106815387882397,63.714285714285715,0,0.8087822660630446
XverseApp,18.652464307522113,72.57142857142857,1,6.595925781679545
bounce_finance,17.858498882425312,46.142857142857146,1,5.448801307363748
gateio_web3,17.226731253897782,55.285714285714285,1,4.720214648906631
Web3Niels,18.717137227662406,119.57142857142857,1,6.70631711314743
splinter0n,18.796463565527638,35.857142857142854,1,6.5247043817324855
GateUS_Official,13.60268747429431,113.28571428571429,1,1.7098406484032966
ryankoopmans,20.40952988520807,50.57142857142857,1,11.440242525630259
agerhanssen,11.270697672887243,28.142857142857142,0,7.437782141660812
cryptoskullx,15.75536492645506,41.285714285714285,1,3.235129064252179
RvCrypto,19.178252789264935,89.71428571428571,1,7.2053080262579545
CryptoGodJohn,19.817002891085096,104.28571428571429,1,8.760516952130844
natealexnft,18.83166218050403,50.42857142857143,1,6.580728943007278
OfficialTravlad,19.482800793893656,113.28571428571429,1,7.860988671519557
Wolfgott_,11.660655419184708,40.57142857142857,1,0.5036285950138053
shotguncaio,11.467352436812236,44.142857142857146,0,7.601991381995502
btc2037,4.54971398603538,117.0,0,1.0269448602922007
thecryptofox_,9.499498351925793,57.0,0,4.741378473381343
drippp_BTC,4.045418414176712,81.57142857142857,0,0.7215490903862621
hbar1000,9.220739161562001,423.2857142857143,0,4.458419493347142
Swan,7.343461029057278,112.42857142857143,0,2.874609817934507
Eunicedwong,10.654805442081855,104.57142857142857,0,6.1616691617532044
Julius_eth_dev,10.25368814117963,63.714285714285715,0,5.61174011799817
boozybtc,10.890257309300456,53.857142857142854,0,6.5247043817324855
TheCoinDad,12.38249134795536,243.28571399738095,0.19999999999999996,4.957320395867683
z00tedOligarch,11.583423769534729,83.0,0,7.601991381995502
Green_BlockC,2.8623731742141345,43.0,0,0.0
btc_bread,7.9971830445938705,30.257142792048626,0.288,0.20852956103456147
ordityBTC,4.228485662076085,30.0,0,0.8087822660630446
AfshinNzariVala,10.61067227800457,83.28571428571429,0,5.9466798644045245
NaemBB,9.402980655375654,35.857142857142854,0,4.547359493488806
CryptoKingKeyur,8.831181932392786,206.0,0,4.009099394243561
renepickhardt,4.2325304133435555,147.0,0,0.8087822660630446
The_BTC_Express,12.536967313906562,67.71428571428571,1,0.8087822660630446
ordinal_giveway,20.908634143459942,147.71428571428572,1,10.676701154455147
lionhearted2288,15.54844961733967,27.571428571428573,1,2.73174076753276
smatthewschultz,20.501159847988294,84.0,1,9.001028747788695
ProofofInk,12.016245857822124,34.0,1,0.5036285950138053
BarbellFi,19.856550582174116,172.42857142857142,1,7.383740867774512
TheCappiesBTC,14.019067807475915,156.14285714285714,1,1.7098406484032966
AlfieGWhattam,19.705629629024852,56.857142857142854,1,7.093272572270667
Blockstream,4.275283234812958,94.14285714285714,0,0.8087822660630446
Web3WomenCommun,18.39963273653361,109.0,1,5.223649465080321
CLASSIFIEDBTC,19.604211738344105,69.71428571428571,1,6.580728943007278
TheMadBoyCrew,17.75531499961094,277.34285714285716,0.8,4.772757657338581
0xjaypeg,20.679772356365106,211.85714285714286,1,8.911597530734237
NewBitcoinOrder,17.859771260692558,143.28571428571428,0.8,5.494472206792885
bweys_nft,19.526658492343547,49.571415309453066,1.0,4.909862525654432
wailancrai,11.26547750107646,41.0,1,0.0
CryptoAnalysing,12.6406632816471,47.285714285714285,1,0.7215490903862619
remosworld,19.628901694385856,119.0,1,6.316791431397944
OrdinalRugs,20.742101948132074,62.25714279305126,1.0,5.563543006848881
OctoworldCNFT,18.283352466146187,367.0,1,4.70605255683486
ACC_Official1,18.8895108477546,104.71428571428571,1,5.356138367020838
christi61026749,17.707850484719767,142.71428571428572,1,4.164263051429628
D_onlyCaliBoo,20.69379880866445,119.28571428571429,1,7.860988671519557
BRCapp,15.247620630436614,96.1999999383631,0.8,3.5667355946777137
BitcoinBurials,20.01197141045061,103.28571428571429,1,6.595925781679545
MasterChiefNFTs,20.87965322021637,44.57142857142857,1,8.302840533276143
Bitbello,20.573157748692402,122.0,1,7.601991381995502
SHARKTHESEAL,21.085972102080675,141.42857142857142,1,8.290773029393703
maxkeiser,20.859658255393207,223.85714285714286,1,7.767025852222309
deezy_BTC,20.78096742296515,169.0,1,7.601991381995503
10n8BRC20,7.3691643453262685,146.42857142857142,0,2.580975326622764
champtgram,19.22862721230619,71.28571428571429,1,5.3060564971011495
JesseCollinsBTC,19.968168453120263,90.82857142857144,1.0,4.757487662989223
CryptoVikings07,21.784310440622395,149.57142857142858,1,9.779381050617648
tulkooo2,21.303828337783454,143.28571428571428,1,8.302840533276143
HarmonyFlame,13.078101614932438,347.85714285714283,0,9.707450193564778
Croesus_BTC,21.459929256663713,369.85714285714283,1,8.714682052961367
novogratz,12.530029579370174,46.0,0,8.09524684536933
y00tsNFT,11.270202748086271,79.42857142857143,0,5.9466798644045245
youngtilopa,20.240809485743476,66.0,1,6.332621691201341
Bitcoin_Teddy,11.869668980872087,109.22857142857143,0.8,0.16181431799523277
GrantYun2,19.918327291357198,70.28571428571429,1,5.895953775381932
blockchainedbb,21.26924363408634,145.28571428571428,1,8.21799589001933
pngs_xyz,17.69447431954274,45.70857140307597,0.8,3.043599096861897
BTCAssocArabia,13.762437476040384,46.142857142857146,1,1.0589445585633759
BigCheds,20.883780308415854,267.85714285714283,1,7.012831285580044
trading_axe,7.709947924622272,83.57142857142857,0,2.707196327741976
shanicucic96,19.81039195810849,49.57142857142857,1,5.521812172782942
Arthur_van_Pelt,13.065984879025862,78.57142857142857,0,9.206323756648025
PrincePablos,12.768298588523637,77.14285714285714,0,8.058057520220885
TheWizardsOfOrd,21.83666478831211,360.0,1,8.556227099075846
YokaiAvengers,21.417075997156708,215.14285714285714,1,7.601991381995502
21JCLP,14.164213343040876,88.71428571428571,1,1.2062763938099184
NewsAsset,22.192526746571975,131.85714285714286,1,9.652285944171679
PricedinBTC,9.443551279828883,254.57142857142858,0,3.830296787493805
CryptoWizardd,12.18859320165029,174.14285714285714,0,6.746011553380072
sircryptotips,8.64414231172336,52.57142857142857,0,3.235129064252179
JoeNakamoto,6.756220085438603,66.57142857142857,0,2.014514380055221
btc_substance,4.633224303070171,83.0,0,0.8087822660630446
altbullx,21.255861236163277,997.4285714285714,1,6.595925781679545
BTCFrogsBot,19.264292824158556,40.0,1,4.390532301485099
WEB3Eliza,22.28003753524884,127.57142857142857,1,8.556227099075846
Chappyzcom,22.67791058630532,92.42857142857143,1,9.779381050617648
RocketXexchange,22.172652704687277,123.0,1,8.290773029393703
DeRonin_,20.829590937616494,118.28571428571429,1,6.013649091365343
ki_young_ju,14.451804282844629,111.85714285714286,1,1.2062763938099184
btcjvs,4.112016400938287,436.57142857142856,0,0.5036285950138053
0wl_btc,21.98507209321387,41.714285714285715,1,7.437782141660811
Gryffindave,20.94483392121799,287.85714285714283,1,5.895953775381932
Eagleatabey,12.326476170269277,28.571428571428573,1,0.0
